year_no,week_no,year_week,swe,nor
2003,1,2003-01,7.4,
2003,2,2003-02,7.4,
2003,3,2003-03,7.4,
2003,4,2003-04,7.4,
2003,5,2003-05,7.4,
2003,6,2003-06,7.4,
2003,7,2003-07,7.4,
2003,8,2003-08,7.4,
2003,9,2003-09,7.4,
2003,10,2003-10,7.4,
2003,11,2003-11,7.4,
2003,12,2003-12,7.4,
2003,13,2003-13,7.4,
2003,14,2003-14,7.4,
2003,15,2003-15,7.4,
2003,16,2003-16,7.4,
2003,17,2003-17,7.4,
2003,18,2003-18,7.4,
2003,19,2003-19,7.4,
2003,20,2003-20,7.4,
2003,21,2003-21,7.4,
2003,22,2003-22,7.4,
2003,23,2003-23,7.4,
2003,24,2003-24,7.4,
2003,25,2003-25,7.4,
2003,26,2003-26,7.4,
2003,27,2003-27,7.4,
2003,28,2003-28,7.4,
2003,29,2003-29,7.4,
2003,30,2003-30,7.4,
2003,31,2003-31,7.4,
2003,32,2003-32,7.4,
2003,33,2003-33,7.4,
2003,34,2003-34,7.4,
2003,35,2003-35,7.4,
2003,36,2003-36,7.4,
2003,37,2003-37,7.4,
2003,38,2003-38,7.4,
2003,39,2003-39,7.4,
2003,40,2003-40,7.4,
2003,41,2003-41,7.4,
2003,42,2003-42,7.4,
2003,43,2003-43,7.4,
2003,44,2003-44,7.4,
2003,45,2003-45,7.4,
2003,46,2003-46,7.4,
2003,47,2003-47,7.4,
2003,48,2003-48,7.4,
2003,49,2003-49,7.4,
2003,50,2003-50,7.4,
2003,51,2003-51,7.4,
2003,52,2003-52,7.4,
2004,1,2004-01,8.1,
2004,2,2004-02,8.1,
2004,3,2004-03,8.1,
2004,4,2004-04,8.1,
2004,5,2004-05,8.1,
2004,6,2004-06,8.1,
2004,7,2004-07,8.1,
2004,8,2004-08,8.1,
2004,9,2004-09,8.1,
2004,10,2004-10,8.1,
2004,11,2004-11,8.1,
2004,12,2004-12,8.1,
2004,13,2004-13,8.1,
2004,14,2004-14,8.1,
2004,15,2004-15,8.1,
2004,16,2004-16,8.1,
2004,17,2004-17,8.1,
2004,18,2004-18,8.1,
2004,19,2004-19,8.1,
2004,20,2004-20,8.1,
2004,21,2004-21,8.1,
2004,22,2004-22,8.1,
2004,23,2004-23,8.1,
2004,24,2004-24,8.1,
2004,25,2004-25,8.1,
2004,26,2004-26,8.1,
2004,27,2004-27,8.1,
2004,28,2004-28,8.1,
2004,29,2004-29,8.1,
2004,30,2004-30,8.1,
2004,31,2004-31,8.1,
2004,32,2004-32,8.1,
2004,33,2004-33,8.1,
2004,34,2004-34,8.1,
2004,35,2004-35,8.1,
2004,36,2004-36,8.1,
2004,37,2004-37,8.1,
2004,38,2004-38,8.1,
2004,39,2004-39,8.1,
2004,40,2004-40,8.1,
2004,41,2004-41,8.1,
2004,42,2004-42,8.1,
2004,43,2004-43,8.1,
2004,44,2004-44,8.1,
2004,45,2004-45,8.1,
2004,46,2004-46,8.1,
2004,47,2004-47,8.1,
2004,48,2004-48,8.1,
2004,49,2004-49,8.1,
2004,50,2004-50,8.1,
2004,51,2004-51,8.1,
2004,52,2004-52,8.1,
2004,53,2004-53,8.1,
2005,1,2005-01,10.4,
2005,2,2005-02,10.4,
2005,3,2005-03,10.4,
2005,4,2005-04,10.4,
2005,5,2005-05,10.4,
2005,6,2005-06,10.4,
2005,7,2005-07,10.4,
2005,8,2005-08,10.4,
2005,9,2005-09,10.4,
2005,10,2005-10,10.4,
2005,11,2005-11,10.4,
2005,12,2005-12,10.4,
2005,13,2005-13,10.4,
2005,14,2005-14,10.4,
2005,15,2005-15,10.4,
2005,16,2005-16,10.4,
2005,17,2005-17,10.4,
2005,18,2005-18,10.4,
2005,19,2005-19,10.4,
2005,20,2005-20,10.4,
2005,21,2005-21,10.4,
2005,22,2005-22,10.4,
2005,23,2005-23,10.4,
2005,24,2005-24,10.4,
2005,25,2005-25,10.4,
2005,26,2005-26,10.4,
2005,27,2005-27,10.4,
2005,28,2005-28,10.4,
2005,29,2005-29,10.4,
2005,30,2005-30,10.4,
2005,31,2005-31,10.4,
2005,32,2005-32,10.4,
2005,33,2005-33,10.4,
2005,34,2005-34,10.4,
2005,35,2005-35,10.4,
2005,36,2005-36,10.4,
2005,37,2005-37,10.4,
2005,38,2005-38,10.4,
2005,39,2005-39,10.4,
2005,40,2005-40,10.4,
2005,41,2005-41,10.4,
2005,42,2005-42,10.4,
2005,43,2005-43,10.4,
2005,44,2005-44,10.4,
2005,45,2005-45,10.4,
2005,46,2005-46,10.4,
2005,47,2005-47,10.4,
2005,48,2005-48,10.4,
2005,49,2005-49,10.4,
2005,50,2005-50,10.4,
2005,51,2005-51,10.4,
2005,52,2005-52,10.4,
2006,1,2006-01,12.6,
2006,2,2006-02,12.6,
2006,3,2006-03,12.6,
2006,4,2006-04,12.6,
2006,5,2006-05,12.6,
2006,6,2006-06,12.6,
2006,7,2006-07,12.6,
2006,8,2006-08,12.6,
2006,9,2006-09,12.6,
2006,10,2006-10,12.6,
2006,11,2006-11,12.6,
2006,12,2006-12,12.6,
2006,13,2006-13,12.6,
2006,14,2006-14,12.6,
2006,15,2006-15,12.6,
2006,16,2006-16,12.6,
2006,17,2006-17,12.6,
2006,18,2006-18,12.6,
2006,19,2006-19,12.6,
2006,20,2006-20,12.6,
2006,21,2006-21,12.6,
2006,22,2006-22,12.6,
2006,23,2006-23,12.6,
2006,24,2006-24,12.6,
2006,25,2006-25,12.6,
2006,26,2006-26,12.6,
2006,27,2006-27,12.6,
2006,28,2006-28,12.6,
2006,29,2006-29,12.6,
2006,30,2006-30,12.6,
2006,31,2006-31,12.6,
2006,32,2006-32,12.6,
2006,33,2006-33,12.6,
2006,34,2006-34,12.6,
2006,35,2006-35,12.6,
2006,36,2006-36,12.6,
2006,37,2006-37,12.6,
2006,38,2006-38,12.6,
2006,39,2006-39,12.6,
2006,40,2006-40,12.6,
2006,41,2006-41,12.6,
2006,42,2006-42,12.6,
2006,43,2006-43,12.6,
2006,44,2006-44,12.6,
2006,45,2006-45,12.6,
2006,46,2006-46,12.6,
2006,47,2006-47,12.6,
2006,48,2006-48,12.6,
2006,49,2006-49,12.6,
2006,50,2006-50,12.6,
2006,51,2006-51,12.6,
2006,52,2006-52,12.6,
2007,1,2007-01,15.1,
2007,2,2007-02,15.1,
2007,3,2007-03,15.1,
2007,4,2007-04,15.1,
2007,5,2007-05,15.1,
2007,6,2007-06,15.1,
2007,7,2007-07,15.1,
2007,8,2007-08,15.1,
2007,9,2007-09,15.1,
2007,10,2007-10,15.1,
2007,11,2007-11,15.1,
2007,12,2007-12,15.1,
2007,13,2007-13,15.1,
2007,14,2007-14,15.1,
2007,15,2007-15,15.1,
2007,16,2007-16,15.1,
2007,17,2007-17,15.1,
2007,18,2007-18,15.1,
2007,19,2007-19,15.1,
2007,20,2007-20,15.1,
2007,21,2007-21,15.1,
2007,22,2007-22,15.1,
2007,23,2007-23,15.1,
2007,24,2007-24,15.1,
2007,25,2007-25,15.1,
2007,26,2007-26,15.1,
2007,27,2007-27,15.1,
2007,28,2007-28,15.1,
2007,29,2007-29,15.1,
2007,30,2007-30,15.1,
2007,31,2007-31,15.1,
2007,32,2007-32,15.1,
2007,33,2007-33,15.1,
2007,34,2007-34,15.1,
2007,35,2007-35,15.1,
2007,36,2007-36,15.1,
2007,37,2007-37,15.1,
2007,38,2007-38,15.1,
2007,39,2007-39,15.1,
2007,40,2007-40,15.1,
2007,41,2007-41,15.1,
2007,42,2007-42,15.1,
2007,43,2007-43,15.1,
2007,44,2007-44,15.1,
2007,45,2007-45,15.1,
2007,46,2007-46,15.1,
2007,47,2007-47,15.1,
2007,48,2007-48,15.1,
2007,49,2007-49,15.1,
2007,50,2007-50,15.1,
2007,51,2007-51,15.1,
2007,52,2007-52,15.1,
2008,1,2008-01,16.3,
2008,2,2008-02,16.3,
2008,3,2008-03,16.3,
2008,4,2008-04,16.3,
2008,5,2008-05,16.3,
2008,6,2008-06,16.3,
2008,7,2008-07,16.3,
2008,8,2008-08,16.3,
2008,9,2008-09,16.3,
2008,10,2008-10,16.3,
2008,11,2008-11,16.3,
2008,12,2008-12,16.3,
2008,13,2008-13,16.3,
2008,14,2008-14,16.3,
2008,15,2008-15,16.3,
2008,16,2008-16,16.3,
2008,17,2008-17,16.3,
2008,18,2008-18,16.3,
2008,19,2008-19,16.3,
2008,20,2008-20,16.3,
2008,21,2008-21,16.3,
2008,22,2008-22,16.3,
2008,23,2008-23,16.3,
2008,24,2008-24,16.3,
2008,25,2008-25,16.3,
2008,26,2008-26,16.3,
2008,27,2008-27,16.3,
2008,28,2008-28,16.3,
2008,29,2008-29,16.3,
2008,30,2008-30,16.3,
2008,31,2008-31,16.3,
2008,32,2008-32,16.3,
2008,33,2008-33,16.3,
2008,34,2008-34,16.3,
2008,35,2008-35,16.3,
2008,36,2008-36,16.3,
2008,37,2008-37,16.3,
2008,38,2008-38,16.3,
2008,39,2008-39,16.3,
2008,40,2008-40,16.3,
2008,41,2008-41,16.3,
2008,42,2008-42,16.3,
2008,43,2008-43,16.3,
2008,44,2008-44,16.3,
2008,45,2008-45,16.3,
2008,46,2008-46,16.3,
2008,47,2008-47,16.3,
2008,48,2008-48,16.3,
2008,49,2008-49,16.3,
2008,50,2008-50,16.3,
2008,51,2008-51,16.3,
2008,52,2008-52,16.3,
2009,1,2009-01,17,
2009,2,2009-02,17,
2009,3,2009-03,17,
2009,4,2009-04,17,
2009,5,2009-05,17,
2009,6,2009-06,17,
2009,7,2009-07,17,
2009,8,2009-08,17,
2009,9,2009-09,17,
2009,10,2009-10,17,
2009,11,2009-11,17,
2009,12,2009-12,17,
2009,13,2009-13,17,
2009,14,2009-14,17,
2009,15,2009-15,17,
2009,16,2009-16,17,
2009,17,2009-17,17,
2009,18,2009-18,17,
2009,19,2009-19,17,
2009,20,2009-20,17,
2009,21,2009-21,17,
2009,22,2009-22,17,
2009,23,2009-23,17,
2009,24,2009-24,17,
2009,25,2009-25,17,
2009,26,2009-26,17,
2009,27,2009-27,17,
2009,28,2009-28,17,
2009,29,2009-29,17,
2009,30,2009-30,17,
2009,31,2009-31,17,
2009,32,2009-32,17,
2009,33,2009-33,17,
2009,34,2009-34,17,
2009,35,2009-35,17,
2009,36,2009-36,17,
2009,37,2009-37,17,
2009,38,2009-38,17,
2009,39,2009-39,17,
2009,40,2009-40,17,
2009,41,2009-41,17,
2009,42,2009-42,17,
2009,43,2009-43,17,
2009,44,2009-44,17,
2009,45,2009-45,17,
2009,46,2009-46,17,
2009,47,2009-47,17,
2009,48,2009-48,17,
2009,49,2009-49,17,
2009,50,2009-50,17,
2009,51,2009-51,17,
2009,52,2009-52,17,
2009,53,2009-53,17,
2010,1,2010-01,17.9,
2010,2,2010-02,17.9,
2010,3,2010-03,17.9,
2010,4,2010-04,17.9,
2010,5,2010-05,17.9,
2010,6,2010-06,17.9,
2010,7,2010-07,17.9,
2010,8,2010-08,17.9,
2010,9,2010-09,17.9,
2010,10,2010-10,17.9,
2010,11,2010-11,17.9,
2010,12,2010-12,17.9,
2010,13,2010-13,17.9,
2010,14,2010-14,17.9,
2010,15,2010-15,17.9,
2010,16,2010-16,17.9,
2010,17,2010-17,17.9,
2010,18,2010-18,17.9,
2010,19,2010-19,17.9,
2010,20,2010-20,17.9,
2010,21,2010-21,17.9,
2010,22,2010-22,17.9,
2010,23,2010-23,17.9,
2010,24,2010-24,17.9,
2010,25,2010-25,17.9,
2010,26,2010-26,17.9,
2010,27,2010-27,17.9,
2010,28,2010-28,17.9,
2010,29,2010-29,17.9,
2010,30,2010-30,17.9,
2010,31,2010-31,17.9,
2010,32,2010-32,17.9,
2010,33,2010-33,17.9,
2010,34,2010-34,17.9,
2010,35,2010-35,17.9,
2010,36,2010-36,17.9,
2010,37,2010-37,17.9,
2010,38,2010-38,17.9,
2010,39,2010-39,17.9,
2010,40,2010-40,17.9,
2010,41,2010-41,17.9,
2010,42,2010-42,17.9,
2010,43,2010-43,17.9,
2010,44,2010-44,17.9,
2010,45,2010-45,17.9,
2010,46,2010-46,17.9,
2010,47,2010-47,17.9,
2010,48,2010-48,17.9,
2010,49,2010-49,17.9,
2010,50,2010-50,17.9,
2010,51,2010-51,17.9,
2010,52,2010-52,17.9,
2011,1,2011-01,17.9,
2011,2,2011-02,17.9,
2011,3,2011-03,17.9,
2011,4,2011-04,17.9,
2011,5,2011-05,17.9,
2011,6,2011-06,17.9,
2011,7,2011-07,17.9,
2011,8,2011-08,17.9,
2011,9,2011-09,17.9,
2011,10,2011-10,17.9,
2011,11,2011-11,17.9,
2011,12,2011-12,17.9,
2011,13,2011-13,17.9,
2011,14,2011-14,17.9,
2011,15,2011-15,17.9,
2011,16,2011-16,17.9,
2011,17,2011-17,17.9,
2011,18,2011-18,17.9,
2011,19,2011-19,17.9,
2011,20,2011-20,17.9,
2011,21,2011-21,17.9,
2011,22,2011-22,17.9,
2011,23,2011-23,17.9,
2011,24,2011-24,17.9,
2011,25,2011-25,17.9,
2011,26,2011-26,17.9,
2011,27,2011-27,17.9,
2011,28,2011-28,17.9,
2011,29,2011-29,17.9,
2011,30,2011-30,17.9,
2011,31,2011-31,17.9,
2011,32,2011-32,17.9,
2011,33,2011-33,17.9,
2011,34,2011-34,17.9,
2011,35,2011-35,17.9,
2011,36,2011-36,17.9,
2011,37,2011-37,17.9,
2011,38,2011-38,17.9,
2011,39,2011-39,17.9,
2011,40,2011-40,17.9,
2011,41,2011-41,17.9,
2011,42,2011-42,17.9,
2011,43,2011-43,17.9,
2011,44,2011-44,17.9,
2011,45,2011-45,17.9,
2011,46,2011-46,17.9,
2011,47,2011-47,17.9,
2011,48,2011-48,17.9,
2011,49,2011-49,17.9,
2011,50,2011-50,17.9,
2011,51,2011-51,17.9,
2011,52,2011-52,17.9,
2012,1,2012-01,17.9,3
2012,2,2012-02,17.9,3
2012,3,2012-03,17.9,3
2012,4,2012-04,17.9,3
2012,5,2012-05,17.9,3
2012,6,2012-06,17.9,3
2012,7,2012-07,17.9,3
2012,8,2012-08,17.9,3
2012,9,2012-09,17.9,3
2012,10,2012-10,17.9,3
2012,11,2012-11,17.9,3
2012,12,2012-12,17.9,3
2012,13,2012-13,17.9,3
2012,14,2012-14,17.9,3
2012,15,2012-15,17.9,3
2012,16,2012-16,17.9,3
2012,17,2012-17,17.9,3
2012,18,2012-18,17.9,3
2012,19,2012-19,17.9,3
2012,20,2012-20,17.9,3
2012,21,2012-21,17.9,3
2012,22,2012-22,17.9,3
2012,23,2012-23,17.9,3
2012,24,2012-24,17.9,3
2012,25,2012-25,17.9,3
2012,26,2012-26,17.9,3
2012,27,2012-27,17.9,3
2012,28,2012-28,17.9,3
2012,29,2012-29,17.9,3
2012,30,2012-30,17.9,3
2012,31,2012-31,17.9,3
2012,32,2012-32,17.9,3
2012,33,2012-33,17.9,3
2012,34,2012-34,17.9,3
2012,35,2012-35,17.9,3
2012,36,2012-36,17.9,3
2012,37,2012-37,17.9,3
2012,38,2012-38,17.9,3
2012,39,2012-39,17.9,3
2012,40,2012-40,17.9,3
2012,41,2012-41,17.9,3
2012,42,2012-42,17.9,3
2012,43,2012-43,17.9,3
2012,44,2012-44,17.9,3
2012,45,2012-45,17.9,3
2012,46,2012-46,17.9,3
2012,47,2012-47,17.9,3
2012,48,2012-48,17.9,3
2012,49,2012-49,17.9,3
2012,50,2012-50,17.9,3
2012,51,2012-51,17.9,3
2012,52,2012-52,17.9,3
2013,1,2013-01,13.5,4.9
2013,2,2013-02,13.5,4.9
2013,3,2013-03,13.5,4.9
2013,4,2013-04,13.5,4.9
2013,5,2013-05,13.5,4.9
2013,6,2013-06,13.5,4.9
2013,7,2013-07,13.5,4.9
2013,8,2013-08,13.5,4.9
2013,9,2013-09,13.5,4.9
2013,10,2013-10,13.5,4.9
2013,11,2013-11,13.5,4.9
2013,12,2013-12,13.5,4.9
2013,13,2013-13,13.5,4.9
2013,14,2013-14,13.5,4.9
2013,15,2013-15,13.5,4.9
2013,16,2013-16,13.5,4.9
2013,17,2013-17,13.5,4.9
2013,18,2013-18,13.5,4.9
2013,19,2013-19,13.5,4.9
2013,20,2013-20,13.5,4.9
2013,21,2013-21,13.5,4.9
2013,22,2013-22,13.5,4.9
2013,23,2013-23,13.5,4.9
2013,24,2013-24,13.5,4.9
2013,25,2013-25,13.5,4.9
2013,26,2013-26,13.5,4.9
2013,27,2013-27,13.5,4.9
2013,28,2013-28,13.5,4.9
2013,29,2013-29,13.5,4.9
2013,30,2013-30,13.5,4.9
2013,31,2013-31,13.5,4.9
2013,32,2013-32,13.5,4.9
2013,33,2013-33,13.5,4.9
2013,34,2013-34,13.5,4.9
2013,35,2013-35,13.5,4.9
2013,36,2013-36,13.5,4.9
2013,37,2013-37,13.5,4.9
2013,38,2013-38,13.5,4.9
2013,39,2013-39,13.5,4.9
2013,40,2013-40,13.5,4.9
2013,41,2013-41,13.5,4.9
2013,42,2013-42,13.5,4.9
2013,43,2013-43,13.5,4.9
2013,44,2013-44,13.5,4.9
2013,45,2013-45,13.5,4.9
2013,46,2013-46,13.5,4.9
2013,47,2013-47,13.5,4.9
2013,48,2013-48,13.5,4.9
2013,49,2013-49,13.5,4.9
2013,50,2013-50,13.5,4.9
2013,51,2013-51,13.5,4.9
2013,52,2013-52,13.5,4.9
2014,1,2014-01,14.2,6.9
2014,2,2014-02,14.2,6.9
2014,3,2014-03,14.2,6.9
2014,4,2014-04,14.2,6.9
2014,5,2014-05,14.2,6.9
2014,6,2014-06,14.2,6.9
2014,7,2014-07,14.2,6.9
2014,8,2014-08,14.2,6.9
2014,9,2014-09,14.2,6.9
2014,10,2014-10,14.2,6.9
2014,11,2014-11,14.2,6.9
2014,12,2014-12,14.2,6.9
2014,13,2014-13,14.2,6.9
2014,14,2014-14,14.2,6.9
2014,15,2014-15,14.2,6.9
2014,16,2014-16,14.2,6.9
2014,17,2014-17,14.2,6.9
2014,18,2014-18,14.2,6.9
2014,19,2014-19,14.2,6.9
2014,20,2014-20,14.2,6.9
2014,21,2014-21,14.2,6.9
2014,22,2014-22,14.2,6.9
2014,23,2014-23,14.2,6.9
2014,24,2014-24,14.2,6.9
2014,25,2014-25,14.2,6.9
2014,26,2014-26,14.2,6.9
2014,27,2014-27,14.2,6.9
2014,28,2014-28,14.2,6.9
2014,29,2014-29,14.2,6.9
2014,30,2014-30,14.2,6.9
2014,31,2014-31,14.2,6.9
2014,32,2014-32,14.2,6.9
2014,33,2014-33,14.2,6.9
2014,34,2014-34,14.2,6.9
2014,35,2014-35,14.2,6.9
2014,36,2014-36,14.2,6.9
2014,37,2014-37,14.2,6.9
2014,38,2014-38,14.2,6.9
2014,39,2014-39,14.2,6.9
2014,40,2014-40,14.2,6.9
2014,41,2014-41,14.2,6.9
2014,42,2014-42,14.2,6.9
2014,43,2014-43,14.2,6.9
2014,44,2014-44,14.2,6.9
2014,45,2014-45,14.2,6.9
2014,46,2014-46,14.2,6.9
2014,47,2014-47,14.2,6.9
2014,48,2014-48,14.2,6.9
2014,49,2014-49,14.2,6.9
2014,50,2014-50,14.2,6.9
2014,51,2014-51,14.2,6.9
2014,52,2014-52,14.2,6.9
2015,1,2015-01,14.3,8.8
2015,2,2015-02,14.3,8.8
2015,3,2015-03,14.3,8.8
2015,4,2015-04,14.3,8.8
2015,5,2015-05,14.3,8.8
2015,6,2015-06,14.3,8.8
2015,7,2015-07,14.3,8.8
2015,8,2015-08,14.3,8.8
2015,9,2015-09,14.3,8.8
2015,10,2015-10,14.3,8.8
2015,11,2015-11,14.3,8.8
2015,12,2015-12,14.3,8.8
2015,13,2015-13,14.3,8.8
2015,14,2015-14,14.3,8.8
2015,15,2015-15,14.3,8.8
2015,16,2015-16,14.3,8.8
2015,17,2015-17,14.3,8.8
2015,18,2015-18,14.3,8.8
2015,19,2015-19,14.3,8.8
2015,20,2015-20,14.3,8.8
2015,21,2015-21,14.3,8.8
2015,22,2015-22,14.3,8.8
2015,23,2015-23,14.3,8.8
2015,24,2015-24,14.3,8.8
2015,25,2015-25,14.3,8.8
2015,26,2015-26,14.3,8.8
2015,27,2015-27,14.3,8.8
2015,28,2015-28,14.3,8.8
2015,29,2015-29,14.3,8.8
2015,30,2015-30,14.3,8.8
2015,31,2015-31,14.3,8.8
2015,32,2015-32,14.3,8.8
2015,33,2015-33,14.3,8.8
2015,34,2015-34,14.3,8.8
2015,35,2015-35,14.3,8.8
2015,36,2015-36,14.3,8.8
2015,37,2015-37,14.3,8.8
2015,38,2015-38,14.3,8.8
2015,39,2015-39,14.3,8.8
2015,40,2015-40,14.3,8.8
2015,41,2015-41,14.3,8.8
2015,42,2015-42,14.3,8.8
2015,43,2015-43,14.3,8.8
2015,44,2015-44,14.3,8.8
2015,45,2015-45,14.3,8.8
2015,46,2015-46,14.3,8.8
2015,47,2015-47,14.3,8.8
2015,48,2015-48,14.3,8.8
2015,49,2015-49,14.3,8.8
2015,50,2015-50,14.3,8.8
2015,51,2015-51,14.3,8.8
2015,52,2015-52,14.3,8.8
2015,53,2015-53,14.3,8.8
2016,1,2016-01,23.1,11.9
2016,2,2016-02,23.1,11.9
2016,3,2016-03,23.1,11.9
2016,4,2016-04,23.1,11.9
2016,5,2016-05,23.1,11.9
2016,6,2016-06,23.1,11.9
2016,7,2016-07,23.1,11.9
2016,8,2016-08,23.1,11.9
2016,9,2016-09,23.1,11.9
2016,10,2016-10,23.1,11.9
2016,11,2016-11,23.1,11.9
2016,12,2016-12,23.1,11.9
2016,13,2016-13,23.1,11.9
2016,14,2016-14,23.1,11.9
2016,15,2016-15,23.1,11.9
2016,16,2016-16,23.1,11.9
2016,17,2016-17,23.1,11.9
2016,18,2016-18,23.1,11.9
2016,19,2016-19,23.1,11.9
2016,20,2016-20,23.1,11.9
2016,21,2016-21,23.1,11.9
2016,22,2016-22,23.1,11.9
2016,23,2016-23,23.1,11.9
2016,24,2016-24,23.1,11.9
2016,25,2016-25,23.1,11.9
2016,26,2016-26,23.1,11.9
2016,27,2016-27,23.1,11.9
2016,28,2016-28,23.1,11.9
2016,29,2016-29,23.1,11.9
2016,30,2016-30,23.1,11.9
2016,31,2016-31,23.1,11.9
2016,32,2016-32,23.1,11.9
2016,33,2016-33,23.1,11.9
2016,34,2016-34,23.1,11.9
2016,35,2016-35,23.1,11.9
2016,36,2016-36,23.1,11.9
2016,37,2016-37,23.1,11.9
2016,38,2016-38,23.1,11.9
2016,39,2016-39,23.1,11.9
2016,40,2016-40,23.1,11.9
2016,41,2016-41,23.1,11.9
2016,42,2016-42,23.1,11.9
2016,43,2016-43,23.1,11.9
2016,44,2016-44,23.1,11.9
2016,45,2016-45,23.1,11.9
2016,46,2016-46,23.1,11.9
2016,47,2016-47,23.1,11.9
2016,48,2016-48,23.1,11.9
2016,49,2016-49,23.1,11.9
2016,50,2016-50,23.1,11.9
2016,51,2016-51,23.1,11.9
2016,52,2016-52,23.1,11.9
2017,1,2017-01,24.7,13.7
2017,2,2017-02,24.7,13.7
2017,3,2017-03,24.7,13.7
2017,4,2017-04,24.7,13.7
2017,5,2017-05,24.7,13.7
2017,6,2017-06,24.7,13.7
2017,7,2017-07,24.7,13.7
2017,8,2017-08,24.7,13.7
2017,9,2017-09,24.7,13.7
2017,10,2017-10,24.7,13.7
2017,11,2017-11,24.7,13.7
2017,12,2017-12,24.7,13.7
2017,13,2017-13,24.7,13.7
2017,14,2017-14,24.7,13.7
2017,15,2017-15,24.7,13.7
2017,16,2017-16,24.7,13.7
2017,17,2017-17,24.7,13.7
2017,18,2017-18,24.7,13.7
2017,19,2017-19,24.7,13.7
2017,20,2017-20,24.7,13.7
2017,21,2017-21,24.7,13.7
2017,22,2017-22,24.7,13.7
2017,23,2017-23,24.7,13.7
2017,24,2017-24,24.7,13.7
2017,25,2017-25,24.7,13.7
2017,26,2017-26,24.7,13.7
2017,27,2017-27,24.7,13.7
2017,28,2017-28,24.7,13.7
2017,29,2017-29,24.7,13.7
2017,30,2017-30,24.7,13.7
2017,31,2017-31,24.7,13.7
2017,32,2017-32,24.7,13.7
2017,33,2017-33,24.7,13.7
2017,34,2017-34,24.7,13.7
2017,35,2017-35,24.7,13.7
2017,36,2017-36,24.7,13.7
2017,37,2017-37,24.7,13.7
2017,38,2017-38,24.7,13.7
2017,39,2017-39,24.7,13.7
2017,40,2017-40,24.7,13.7
2017,41,2017-41,24.7,13.7
2017,42,2017-42,24.7,13.7
2017,43,2017-43,24.7,13.7
2017,44,2017-44,24.7,13.7
2017,45,2017-45,24.7,13.7
2017,46,2017-46,24.7,13.7
2017,47,2017-47,24.7,13.7
2017,48,2017-48,24.7,13.7
2017,49,2017-49,24.7,13.7
2017,50,2017-50,24.7,13.7
2017,51,2017-51,24.7,13.7
2017,52,2017-52,24.7,13.7
2018,1,2018-01,29.9,15.3
2018,2,2018-02,29.9,15.3
2018,3,2018-03,29.9,15.3
2018,4,2018-04,29.9,15.3
2018,5,2018-05,29.9,15.3
2018,6,2018-06,29.9,15.3
2018,7,2018-07,29.9,15.3
2018,8,2018-08,29.9,15.3
2018,9,2018-09,29.9,15.3
2018,10,2018-10,29.9,15.3
2018,11,2018-11,29.9,15.3
2018,12,2018-12,29.9,15.3
2018,13,2018-13,29.9,15.3
2018,14,2018-14,29.9,15.3
2018,15,2018-15,29.9,15.3
2018,16,2018-16,29.9,15.3
2018,17,2018-17,29.9,15.3
2018,18,2018-18,29.9,15.3
2018,19,2018-19,29.9,15.3
2018,20,2018-20,29.9,15.3
2018,21,2018-21,29.9,15.3
2018,22,2018-22,29.9,15.3
2018,23,2018-23,29.9,15.3
2018,24,2018-24,29.9,15.3
2018,25,2018-25,29.9,15.3
2018,26,2018-26,29.9,15.3
2018,27,2018-27,29.9,15.3
2018,28,2018-28,29.9,15.3
2018,29,2018-29,29.9,15.3
2018,30,2018-30,29.9,15.3
2018,31,2018-31,29.9,15.3
2018,32,2018-32,29.9,15.3
2018,33,2018-33,29.9,15.3
2018,34,2018-34,29.9,15.3
2018,35,2018-35,29.9,15.3
2018,36,2018-36,29.9,15.3
2018,37,2018-37,29.9,15.3
2018,38,2018-38,29.9,15.3
2018,39,2018-39,29.9,15.3
2018,40,2018-40,29.9,15.3
2018,41,2018-41,29.9,15.3
2018,42,2018-42,29.9,15.3
2018,43,2018-43,29.9,15.3
2018,44,2018-44,29.9,15.3
2018,45,2018-45,29.9,15.3
2018,46,2018-46,29.9,15.3
2018,47,2018-47,29.9,15.3
2018,48,2018-48,29.9,15.3
2018,49,2018-49,29.9,15.3
2018,50,2018-50,29.9,15.3
2018,51,2018-51,29.9,15.3
2018,52,2018-52,29.9,15.3
